9982	8900	9006	
8900	9006	8625	
9006	8625	7732	
8625	7732	7940	
7732	7940	7823	
7940	7823	9214	
7823	9214	9248	
9214	9248	9412	
9248	9412	8219	
9412	8219	7768	
8219	7768	8134	
7768	8134	7939	
8134	7939	9395	
7939	9395	8095	
9395	8095	8581	
8095	8581	8066	
8581	8066	7527	
8066	7527	7308	
7527	7308	7532	
7308	7532	9074	
7532	9074	8729	
9074	8729	8706	
8729	8706	6843	
8706	6843	6510	
6843	6510	7002	
6510	7002	7229	
7002	7229	9254	
7229	9254	9153	
9254	9153	9136	
9153	9136	7057	
9136	7057	6248	
7057	6248	6475	
6248	6475	6747	
6475	6747	8872	
6747	8872	8256	
8872	8256	9996	
8256	9996	7381	
9996	7381	6568	
7381	6568	6512	
6568	6512	6524	
6512	6524	8190	
6524	8190	6943	
8190	6943	7817	
6943	7817	6902	
7817	6902	6337	
6902	6337	6601	
6337	6601	7547	
6601	7547	11589	
7547	11589	19552	
11589	19552	19722	
19552	19722	12542	
19722	12542	11132	
12542	11132	11882	
11132	11882	10923	
11882	10923	10161	
10923	10161	10386	
10161	10386	12033	
10386	12033	8628	
12033	8628	7418	
8628	7418	7006	
7418	7006	7024	
7006	7024	9471	
7024	9471	8516	
9471	8516	10043	
8516	10043	8134	
10043	8134	8420	
8134	8420	8715	
8420	8715	11281	
8715	11281	12699	
11281	12699	9859	
12699	9859	11363	
9859	11363	8119	
11363	8119	6697	
8119	6697	6887	
6697	6887	7876	
6887	7876	11678	
7876	11678	8429	
11678	8429	10848	
8429	10848	7254	
10848	7254	6523	
7254	6523	7142	
6523	7142	7471	
7142	7471	10892	
7471	10892	8436	
10892	8436	10583	
8436	10583	7234	
10583	7234	6784	
7234	6784	6856	
6784	6856	7236	
6856	7236	10653	
7236	10653	8492	
10653	8492	10356	
8492	10356	7409	
10356	7409	7312	
7409	7312	7776	
7312	7776	7654	
7776	7654	11951	
7654	11951	9070	
11951	9070	10742	
9070	10742	7786	
10742	7786	7199	
7786	7199	7023	
7199	7023	7285	
7023	7285	11564	
7285	11564	9362	
11564	9362	11988	
9362	11988	8227	
11988	8227	7463	
8227	7463	7723	
7463	7723	7364	
7723	7364	10844	
7364	10844	8510	
10844	8510	10710	
8510	10710	7837	
10710	7837	7175	
7837	7175	6906	
7175	6906	7050	
6906	7050	11602	
7050	11602	9016	
11602	9016	11614	
9016	11614	7628	
11614	7628	6809	
7628	6809	6913	
6809	6913	6721	
6913	6721	10730	
6721	10730	7974	
10730	7974	9865	
7974	9865	7601	
9865	7601	6577	
7601	6577	6824	
6577	6824	7901	
6824	7901	8875	
7901	8875	7724	
8875	7724	10313	
7724	10313	7054	
10313	7054	6481	
7054	6481	6619	
6481	6619	6737	
6619	6737	11649	
6737	11649	12790	
11649	12790	10627	
12790	10627	15755	
10627	15755	12422	
15755	12422	9969	
12422	9969	13422	
9969	13422	7776	
13422	7776	6556	
7776	6556	6217	
6556	6217	6188	
6217	6188	6187	
6188	6187	6312	
6187	6312	6772	
6312	6772	8113	
6772	8113	7822	
8113	7822	9585	
7822	9585	7962	
9585	7962	7571	
7962	7571	8230	
7571	8230	8732	
8230	8732	11464	
8732	11464	10164	
11464	10164	9882	
10164	9882	8100	
9882	8100	7784	
8100	7784	9488	
7784	9488	10701	
9488	10701	12746	
10701	12746	12592	
12746	12592	8622	
12592	8622	7604	
8622	7604	7591	
7604	7591	7064	
7591	7064	6476	
7064	6476	7471	
6476	7471	7811	
7471	7811	7993	
7811	7993	7630	
7993	7630	8123	
7630	8123	9784	
8123	9784	10336	
9784	10336	9110	
10336	9110	3164	
9110	3164	3455	
3164	3455	7234	
3455	7234	9591	
7234	9591	8828	
9591	8828	10060	
8828	10060	11135	
10060	11135	10183	
11135	10183	10350	
10183	10350	9898	
10350	9898	9836	
9898	9836	10434	
9836	10434	9717	
10434	9717	11688	
9717	11688	10562	
11688	10562	9819	
10562	9819	11809	
9819	11809	11154	
11809	11154	9914	
11154	9914	10200	
9914	10200	12332	
10200	12332	11227	
12332	11227	12109	
11227	12109	9230	
12109	9230	8235	
9230	8235	8527	
8235	8527	8281	
8527	8281	12436	
8281	12436	10413	
12436	10413	12510	
10413	12510	8831	
12510	8831	7865	
8831	7865	8499	
7865	8499	9401	
8499	9401	13630	
9401	13630	10760	
13630	10760	12385	
10760	12385	9087	
12385	9087	8390	
9087	8390	8330	
8390	8330	8600	
8330	8600	12084	
8600	12084	10445	
12084	10445	12359	
10445	12359	9134	
12359	9134	7717	
9134	7717	7907	
7717	7907	8422	
7907	8422	11243	
8422	11243	9513	
11243	9513	10243	
9513	10243	8975	
10243	8975	11196	
8975	11196	23018	
11196	23018	14672	
23018	14672	8813	
14672	8813	13467	
8813	13467	10591	
13467	10591	8874	
10591	8874	8197	
8874	8197	7952	
8197	7952	8263	
7952	8263	11168	
8263	11168	9282	
11168	9282	11861	
9282	11861	8996	
11861	8996	8325	
8996	8325	8032	
8325	8032	8250	
8032	8250	11752	
8250	11752	10333	
11752	10333	11633	
10333	11633	9102	
11633	9102	8641	
9102	8641	7725	
8641	7725	8069	
7725	8069	9438	
8069	9438	11443	
9438	11443	20157	
11443	20157	16879	
20157	16879	12411	
16879	12411	15408	
12411	15408	10772	
15408	10772	11589	
10772	11589	9503	
11589	9503	10651	
9503	10651	8314	
10651	8314	7843	
8314	7843	7677	
7843	7677	8029	
7677	8029	10891	
8029	10891	10167	
10891	10167	10874	
10167	10874	8593	
10874	8593	8032	
8593	8032	7953	
8032	7953	8098	
7953	8098	12013	
8098	12013	10327	
12013	10327	11166	
10327	11166	9316	
11166	9316	8578	
9316	8578	8807	
8578	8807	9098	
8807	9098	12105	
9098	12105	10661	
12105	10661	11851	
10661	11851	9451	
11851	9451	8418	
9451	8418	8453	
8418	8453	8391	
8453	8391	11332	
8391	11332	9649	
11332	9649	11027	
9649	11027	8650	
11027	8650	7733	
8650	7733	8254	
7733	8254	8323	
8254	8323	9275	
8323	9275	10120	
9275	10120	19182	
10120	19182	17311	
19182	17311	12380	
17311	12380	11604	
12380	11604	10296	
11604	10296	10584	
10296	10584	10013	
10584	10013	11337	
10013	11337	9665	
11337	9665	9383	
9665	9383	9798	
9383	9798	9022	
9798	9022	12518	
9022	12518	11975	
12518	11975	11915	
11975	11915	9573	
11915	9573	9021	
9573	9021	9534	
9021	9534	9913	
9534	9913	13556	
9913	13556	12180	
13556	12180	12769	
12180	12769	10586	
12769	10586	10906	
10586	10906	12325	
10906	12325	12943	
12325	12943	12870	
12943	12870	12687	
12870	12687	11451	
12687	11451	10769	
11451	10769	10794	
10769	10794	11188	
10794	11188	11481	
11188	11481	12571	
11481	12571	1616	
12571	1616	9711	
1616	9711	9775	
9711	9775	10304	
9775	10304	10198	
10304	10198	9760	
10198	9760	11518	
9760	11518	11904	
11518	11904	11067	
11904	11067	10077	
11067	10077	9976	
10077	9976	10179	
9976	10179	9772	
10179	9772	11564	
9772	11564	11575	
11564	11575	10792	
11575	10792	9619	
10792	9619	8928	
9619	8928	9042	
8928	9042	9476	
9042	9476	10794	
9476	10794	11036	
10794	11036	11029	
11036	11029	9655	
11029	9655	9420	
9655	9420	8960	
9420	8960	9013	
8960	9013	10642	
9013	10642	10803	
10642	10803	10331	
10803	10331	9996	
10331	9996	9429	
9996	9429	9901	
9429	9901	9757	
9901	9757	11421	
9757	11421	11722	
11421	11722	10683	
11722	10683	10476	
10683	10476	10036	
10476	10036	9856	
10036	9856	299	11
9856	299	11631	11
299	11631	11844	11
11631	11844	11133	
11844	11133	10530	
11133	10530	9789	
10530	9789	10101	
9789	10101	10211	
10101	10211	10928	
10211	10928	11026	
10928	11026	10786	
11026	10786	8771	
10786	8771	8474	
8771	8474	8489	
8474	8489	9047	
8489	9047	11343	
9047	11343	11662	
11343	11662	13227	
11662	13227	9535	
13227	9535	8670	
9535	8670	9480	
8670	9480	8740	
9480	8740	11140	
8740	11140	10839	
11140	10839	11551	
10839	11551	9600	
11551	9600	9895	
9600	9895	21322	
9895	21322	16283	
21322	16283	10671	
16283	10671	13591	
10671	13591	9138	
13591	9138	7957	
9138	7957	8761	
7957	8761	8763	
8761	8763	8775	
8763	8775	10149	
8775	10149	11510	
10149	11510	14571	
11510	14571	21223	
14571	21223	17242	
21223	17242	16005	
17242	16005	14865	
16005	14865	13724	
14865	13724	12943	
13724	12943	14021	
12943	14021	4038	
14021	4038	11665	
4038	11665	9083	
11665	9083	8784	
9083	8784	9325	
8784	9325	9512	
9325	9512	9674	
9512	9674	8990	
9674	8990	8644	
8990	8644	8688	
8644	8688	9158	
8688	9158	13572	
9158	13572	11569	
13572	11569	15883	
11569	15883	10360	
15883	10360	9070	
10360	9070	8682	
9070	8682	9372	
8682	9372	13553	
9372	13553	10607	
13553	10607	12857	
10607	12857	9182	
12857	9182	8650	
9182	8650	8801	
8650	8801	8904	
8801	8904	13139	
8904	13139	10901	
13139	10901	11525	
10901	11525	8896	
11525	8896	8821	
8896	8821	9618	
8821	9618	9385	
9618	9385	13947	
9385	13947	11067	
13947	11067	13094	
11067	13094	9513	
13094	9513	9219	
9513	9219	9146	
9219	9146	9847	
9146	9847	13940	
9847	13940	11554	
13940	11554	13344	
11554	13344	9872	
13344	9872	9652	
9872	9652	9777	
9652	9777	9942	
9777	9942	14280	
9942	14280	12237	
14280	12237	14325	
12237	14325	10363	
14325	10363	9326	
10363	9326	9089	
9326	9089	8867	
9089	8867	14024	
8867	14024	10814	
14024	10814	12893	
10814	12893	9265	
12893	9265	8715	
9265	8715	8484	
8715	8484	8440	
8484	8440	12800	
8440	12800	10305	
12800	10305	12194	
10305	12194	8975	
12194	8975	8372	
8975	8372	8319	
8372	8319	8254	
8319	8254	12169	
8254	12169	10164	
12169	10164	11364	
10164	11364	8415	
11364	8415	7503	
8415	7503	8409	
7503	8409	9143	
8409	9143	14347	
9143	14347	11745	
14347	11745	12000	
11745	12000	9167	
12000	9167	8413	
9167	8413	8133	
8413	8133	8959	
8133	8959	12653	
8959	12653	12588	
12653	12588	13884	
12588	13884	10980	
